Name,Facility_ID,Category,TaskType,BusinessStatus,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
분홍강아지,348000004820200008,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 서재리 *** 서재휴먼시아 제상가동 제***호,"대구광역시 달성군 다사읍 서재로**길 *, 제상가동 제*층 제***호 (서재휴먼시아)",42928,,,,2020-07-10,,2026-01-13 17:53:03
(주)발넷이야,348000004820200019,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 가창면 냉천리 *-**,대구광역시 달성군 가창면 가창로***길 **,42938,255566.306189882,347647.571201594,,2020-12-16,,2026-01-13 17:53:03
유아독존(You're Dog Zone),348000004820200021,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 세천리 ***-*,대구광역시 달성군 다사읍 세천북로**길 **-*,42922,265285.099387803,333175.514912734,,2020-12-29,,2026-01-13 17:53:03
멍리버,348000004820210003,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 현풍읍 오산리 ***-*,"대구광역시 달성군 현풍읍 현풍서로**길 *, 멍리버 *층",43007,244603.070432325,327001.977226581,,2021-04-16,,2026-01-13 17:53:03
멍멍아 놀자,348000004820210006,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 매곡리 ****-**,대구광역시 달성군 다사읍 대실역북로 **,42911,263637.272232977,332313.080571277,,2021-05-04,,2026-01-13 17:53:03
보들보들,348000004820210008,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 구지면 응암리 **** 대구국가산단 ZOOM 파크,"대구광역시 달성군 구지면 국가산단대로**길 **, ***호 (대구국가산단 ZOOM 파크)",43008,,,,2021-06-28,,2026-01-13 17:53:03
아이조아펫파크 대구점,348000004820210013,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 서재리 ***,대구광역시 달성군 다사읍 서재로 **-*,42929,,,053-291-7010,2021-12-03,,2026-01-13 17:53:03
아이조아요양보호소 대구점,348000004820210014,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 서재리 ***-*,대구광역시 달성군 다사읍 서재로 **-*,42929,,,,2021-12-03,,2026-01-13 17:53:03
포멀독 반려견센터,348000004820220001,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 죽곡리 ***-* *동 ***호,"대구광역시 달성군 다사읍 죽곡*길 **-*, *동 ***호",42918,262881.919069944,332228.17448585,,2022-08-30,,2026-01-13 17:53:03
웃게해줄개,348000004820230001,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 화원읍 구라리 ****-*,대구광역시 달성군 화원읍 비슬로 ****,42952,257751.217655479,336656.446857479,,2023-01-13,,2026-01-13 17:53:03
몽개구름,348000004820230003,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 구지면 창리 **** 대구국가산단 디에트르 더 센트럴 상가동 ***호,"대구광역시 달성군 구지면 국가산단대로**길 **, 상가동 *층 ***호 (대구국가산단 디에트르 더 센트럴)",43008,,,,2023-04-28,,2026-01-13 17:53:03
댕댕미작,356000004820240018,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 가좌동 **-***,"인천광역시 서구 장고개로 ***, ***호 (가좌동)",22815,443330.312560931,172165.346329688,,2024-08-23,,2026-01-13 18:24:36
인천강아지분양 테디럽,356000004820240019,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 경서동 *** 행운빌딩,"인천광역시 서구 이화로 **, 행운빌딩 *층 (경서동)",22700,,,,2024-08-27,,2026-01-13 18:24:36
오늘도 힘차개,356000004820240020,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 ***-** 청라 더블유,"인천광역시 서구 크리스탈로**번길 *-**, 청라 더블유 ***~***호 (청라동)",22760,447876.378955142,168002.689044811,,2024-09-23,,2026-01-13 18:24:36
레츠개릿,356000004820240021,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 ***-** 월드프라자,"인천광역시 서구 크리스탈로**번길 **, 월드프라자 ***~***호 (청라동)",22760,447814.122345779,168120.427868135,,2024-09-30,,2026-01-13 18:24:36
댕신나게,356000004820240023,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 **-* 하엘에스페이스,"인천광역시 서구 청라한내로 **, 하엘에스페이스 ***호 (청라동)",22758,448018.351427169,167042.167705367,,2024-10-21,,2026-01-13 18:24:36
뽀그리독,356000004820240024,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 경서동 * 청라로데오시티포레안,"인천광역시 서구 경중로 **, 청라로데오시티포레안 ***호 (경서동)",22733,,,,2024-10-25,,2026-01-13 18:24:36
잘어울리개,356000004820240025,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 가정동 ***-** 퍼스트프라자,"인천광역시 서구 염곡로***번안길 **-*, 퍼스트프라자 *층 ***호 (가정동)",22731,447319.149041978,170742.670119695,,2024-12-05,,2026-01-13 18:24:36
개설렘,356000004820240026,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 ***-* 청라 스퀘어*,"인천광역시 서구 청라루비로 **, 청라 스퀘어* 제지*층 B***호 (청라동)",22761,447843.844166864,168257.170229336,,2024-12-06,,2026-01-13 18:24:36
빠몽(PAWMONG),356000004820250003,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 가정동 ***-**,"인천광역시 서구 원창로***번길 **, ***호 (가정동)",22777,446557.697370167,171194.33663519,,2025-03-28,,2026-01-13 18:24:36
착한퍼피,356000004820250004,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 마전동 ***-*,"인천광역시 서구 완정로***번길 **, ***호 (마전동)",22618,455897.707559283,169840.120672202,,2025-04-01,,2026-01-13 18:24:36
보들살롱,356000004820250005,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 당하동 ****-* 한양프라자,"인천광역시 서구 서곶로 ***, *층 ***호 (당하동, 한양프라자)",22678,453937.258671943,171273.902106015,,2025-04-28,,2026-01-13 18:24:36
놀러오개 애견유치원 애견호텔 청라신도시점,356000004820250006,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 ***-* 마루힐프라자,"인천광역시 서구 중봉대로 ***, 마루힐프라자 **층 ****호 (청라동)",22736,448018.539513109,169021.582679554,,2025-04-29,,2026-01-13 18:24:36
펫더가든,356000004820250007,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 불로동 * 현해타워*,"인천광역시 서구 동화시로 ***, 현해타워* ***호 (불로동)",22887,,,,2025-05-07,,2026-01-13 18:24:36
도그루아,356000004820250008,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 **-* 현대썬앤빌더테라스레이크,"인천광역시 서구 청라한내로***번길 *-**, 현대썬앤빌더테라스레이크 ***동 ***호 (청라동)",22758,447961.256514522,167144.55234131,,2025-05-16,,2026-01-13 18:24:36
동물 보육원 둥지,356000004820250009,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 **-**,"인천광역시 서구 청라한내로**번길 *-**, *층 ***호 (청라동)",22758,447876.277499881,167124.64404908,,2025-05-19,,2026-01-13 18:24:36
고양이호텔 캣블리쎄,356000004820250011,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 원당동 **** 검단 라페온빌 *차,"인천광역시 서구 원당대로 ****, 검단 라페온빌 *차 *층 ***호 (원당동)",22865,,,,2025-06-19,,2026-01-13 18:24:36
해피뚜데이,356000004820250012,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 검암동 ***-*,"인천광역시 서구 검암로**번길 *-*, ***호 (검암동)",22704,451791.647749537,171785.232190201,,2025-06-25,,2026-01-13 18:24:36
씨씨캠독,356000004820250013,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 가정동 *,"인천광역시 서구 가정로 ***, 루원센텀시티 ***호 (가정동)",22883,,,,2025-06-30,,2026-01-13 18:24:36
J애견 호텔 미용,356000004820250014,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 마전동 ***-**,인천광역시 서구 가현로***번길 **-** (마전동),22610,456372.850592757,170325.067787621,,2025-07-18,,2026-01-13 18:24:36
살롱드주,356000004820250015,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 청라동 ***-** 커낼에비뉴,"인천광역시 서구 청라에메랄드로 **, 커낼에비뉴 지하*층 A**호 (청라동)",22738,447843.875,169500,032-568-0467,2025-09-09,,2026-01-13 18:24:36
애견입양 강아지분양 헬스독 인천김포점 말티푸푸들미니비숑,356000004820250016,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 당하동 ****-* 홀리랜드,"인천광역시 서구 서곶로 ***, 홀리랜드 *동 *층 ***호 (당하동)",22677,454010.516582032,171261.418357153,,2025-09-29,,2026-01-13 18:24:36
멍트립 애견유치원 & 호텔,356000004820250017,3560000,,영업/정상 / 정상,인천광역시,서구,서구,인천광역시 서구 백석동 ***-**,"인천광역시 서구 한들로 **-*, *층 (백석동)",22687,,,,2025-10-21,,2026-01-13 18:24:36
이음펫 유치원,325000004820230001,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 남포동*가 ***-*,"부산광역시 중구 구덕로 **-*, **층 (남포동*가)",48982,179404.943227079,384708.848957593,,2023-02-27,,2026-01-13 18:05:32
이브애견샵,325000004820240001,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 영주동 **-** *층,"부산광역시 중구 대영로 ***, *층 (영주동)",48911,181143.186443489,385474.01118162,,2024-05-23,,2026-01-13 18:05:32
어반독,325000004820240002,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 중앙동*가 **-* 롯데백화점광복점 **층,"부산광역시 중구 중앙대로 *, 롯데백화점광복점 **층 (중앙동*가)",48944,179553.867031936,385590.814676765,,2024-11-05,,2026-01-13 18:05:32
메리몰펫샵,325000004820250001,3250000,,영업/정상 / 정상,부산광역시,중구,중구,"부산광역시 중구 중앙동*가 **-* *, *층","부산광역시 중구 중앙대로 **-*, *, *층 (중앙동*가)",48929,180271.126270421,385564.455754155,051-469-4948,2025-05-29,,2026-01-13 18:05:32
몽몽이 애견미용,326000004820180001,3260000,,영업/정상 / 정상,부산광역시,서구,서구,부산광역시 서구 토성동*가 *-*,부산광역시 서구 까치고개로 *** (토성동*가),49224,179718.968602879,384418.231848675,,2018-07-30,,2026-01-13 18:03:32
개이쁘다,324000004820240001,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 암사동 ***-** ***호,"서울특별시 강동구 암사길 **, ***호 (암사동)",05254,449977.527816878,211763.258534371,02-427-5888,2024-01-24,,2026-01-13 18:07:04
힐링힐링 반려견 교육 유치원,324000004820240003,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 고덕동 ***-* 고현재,"서울특별시 강동구 상일로**길 **, 고현재 *, *층 (고덕동)",05222,450775.596470125,214870.900699083,,2024-09-23,,2026-01-13 18:07:04
도기프렌즈 웰니스센터,324000004820240004,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 성내동 ***-* 현대코랄,"서울특별시 강동구 강동대로 ***, ***호 (성내동, 현대코랄)",05402,447009.221035868,211109.859251746,02-487-1253,2024-11-07,,2026-01-13 18:07:04
퍼피 자르댕,324000004820250001,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 길동 ***-** 베스트올,"서울특별시 강동구 양재대로 ****, 베스트올 *층 (길동)",05353,448170.096215943,212205.324163557,02-6949-0362,2025-02-07,,2026-01-13 18:07:04
러버독&도그팰리스,324000004820250002,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 고덕동 ***-* 고덕센트럴푸르지오,"서울특별시 강동구 고덕로 ***, B*층 B***호 (고덕동, 고덕센트럴푸르지오)",05222,450617.923583608,214956.131343654,,2025-02-28,,2026-01-13 18:07:04
멍그니엘 애견호텔 서울강동점,324000004820250003,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 천호동 ***-** 강동아트타워,"서울특별시 강동구 구천면로 ***, 강동아트타워 ***호 (천호동)",05320,449351.56191224,211758.998354599,,2025-04-24,,2026-01-13 18:07:04
개스트하우스다냥,324000004820250004,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 성내동 ***-**,"서울특별시 강동구 양재대로 ****, *층 (성내동)",05376,447558.930246347,212019.445454587,02-474-5100,2025-05-29,,2026-01-13 18:07:04
강아지 입양센터,324000004820250005,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 길동 ***-** 동서울빌딩,"서울특별시 강동구 명일로 ***-*, 동서울빌딩 *층 (길동)",05344,448496.88066184,212849.256576627,,2025-09-17,,2026-01-13 18:07:04
냥팰리스,324000004820250006,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 성내동 ***-*,"서울특별시 강동구 성안로*길 **, *층 (성내동)",05395,447469.498978265,211446.045920505,,2025-10-01,,2026-01-13 18:07:04
오십케이 강동그란츠직영점,324000004820260001,3240000,,영업/정상 / 정상,서울특별시,강동구,강동구,서울특별시 강동구 성내동 *** 그란츠 리버파크,"서울특별시 강동구 천호대로 ****, B*층 ***호 (성내동, 그란츠 리버파크)",05379,,,,2026-01-26,,2026-01-27 22:03:44
부산강아지분양 고양이분양 베스트펫,325000004820170001,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 중앙동*가 *,"부산광역시 중구 중앙대로 **-*, *~*층 (중앙동*가)",48957,,,051-245-9319,2017-11-27,,2026-01-13 18:05:32
남포아지트,325000004820180021,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 부평동*가 **-*,"부산광역시 중구 비프광장로 *, *층 (부평동*가)",48980,179574.211568157,384645.673444747,051-241-0901,2018-12-14,,2026-01-13 18:05:32
봉구애견미용샵,325000004820190003,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 영주동 **-**,"부산광역시 중구 초량상로*번길 *, *층 (영주동)",48910,181201.167083012,385433.153588566,070-4064-2201,2019-06-24,,2026-01-13 18:05:32
메리몰펫샵,325000004820190004,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 동광동*가 *-***,"부산광역시 중구 중구로 ***, *층 (동광동*가)",48925,180656.08936577,385425.302680553,051-469-4947,2019-07-15,,2026-01-13 18:05:32
도그스토리,325000004820190009,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 영주동 **-**,"부산광역시 중구 대영로 ***, *층 (영주동)",48911,181143.144733299,385487.638466392,051-463-3009,2019-12-24,,2026-01-13 18:05:32
곰앤앙,325000004820200003,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 중앙동*가 **-*,"부산광역시 중구 중앙대로 **-*, 중앙빌딩 *층 (중앙동*가)",48929,180271.126270421,385564.455754155,,2020-11-19,,2026-01-13 18:05:32
바둑아 놀자,325000004820220001,3250000,,영업/정상 / 정상,부산광역시,중구,중구,부산광역시 중구 영주동 **-**,"부산광역시 중구 대영로 ***, *층 (영주동)",48910,181145.082616947,385424.083435585,051-466-7858,2022-12-29,,2026-01-13 18:05:32
펫츠 아일랜드,337000004820220008,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ***-**,"부산광역시 연제구 과정로 ***, ***호 (연산동)",47558,189390.46807107,391835.881043682,070-8648-1422,2022-06-07,,2026-01-13 18:04:33
히어몽,337000004820230005,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ****-*,"부산광역시 연제구 마곡천로 **, *층 (연산동)",47611,187922.637342642,390113.91914562,,2023-08-09,,2026-01-13 18:04:33
댕겨올개,337000004820230006,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ****-* 부산은행,"부산광역시 연제구 월드컵대로 *, 부산은행 *,*층 (연산동)",47592,188224.732315226,390020.568436917,,2023-11-13,,2026-01-13 18:04:33
개꿀,337000004820230007,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ***-**,"부산광역시 연제구 연수로 **, *층 ***호 (연산동)",47607,188196.935324236,389553.244745066,,2023-11-14,,2026-01-13 18:04:33
놀다가시개,337000004820240001,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 거제동 ****-*,"부산광역시 연제구 거제천로***번길 **, *층 (거제동)",47516,190347.785276624,389835.652857938,,2024-03-21,,2026-01-13 18:04:33
부산애견호텔 강아지유치원 댕댕가르텐 연산점,337000004820240002,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ****-** 대가하이츠,"부산광역시 연제구 거제천로***번길 **, *층 ***호 (연산동, 대가하이츠)",47541,189274.78502887,389180.906958494,,2024-04-30,,2026-01-13 18:04:33
도토리 강아지 유치원,337000004820240003,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ****-* 삼정타워,"부산광역시 연제구 중앙천로**번길 *, 삼정타워 *~*층 (연산동)",47598,188867.636488405,389397.108486842,,2024-07-01,,2026-01-13 18:04:33
쥬디캣(Judy Cat),337000004820250001,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ****-*,"부산광역시 연제구 거제천로 ***-*, *동 *층 (연산동)",47539,189288.388558628,388986.626707569,,2025-04-24,,2026-01-13 18:04:33
몽글멍글,337000004820250002,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ***-**,부산광역시 연제구 중앙천로 **-* (연산동),47601,188563.829523218,389628.454133921,,2025-04-30,,2026-01-13 18:04:33
멍쓰쿨 부산본점,337000004820250003,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ***-* 행복한교회,"부산광역시 연제구 쌍미천로 ***, 행복한교회 *층 (연산동)",47554,189514.075562421,390071.819774913,,2025-05-27,,2026-02-14 22:02:51
두두멍스테이,337000004820260001,3370000,,영업/정상 / 정상,부산광역시,연제구,연제구,부산광역시 연제구 연산동 ***-**,"부산광역시 연제구 중앙천로**번길 **, *층 (연산동)",47600,188458.547259425,389465.446070878,,2026-01-02,,2026-01-13 18:04:33
두두펫케어,338000004820180005,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 광안동 ****-**,부산광역시 수영구 망미로*번길 ** (광안동),48240,187789.3825867,392051.86955626,051-755-1312,2018-05-30,,2026-01-13 18:04:03
챠밍애견,338000004820180011,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 민락동 ***-*,부산광역시 수영구 광남로 *** (민락동),48286,186454.492452155,393366.247435348,,2018-07-23,,2026-01-13 18:04:03
쁘띠몽펫샵,338000004820180015,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 수영동 ***-*,"부산광역시 수영구 망미번영로**번길 ***, *층 (수영동)",48232,187587.681902806,392517.301326933,051-754-2022,2022-05-23,,2026-01-13 18:04:03
프란다스의 개,338000004820180019,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 광안동 ***-* 상가동 ***호,"부산광역시 수영구 수영로***번길 **, 상가동 ***호 (광안동)",48300,185883.614514979,392454.297375971,051-753-4490,2018-09-06,,2026-01-13 18:04:03
황제애견,338000004820180025,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 수영동 ***-**,"부산광역시 수영구 연수로 ***, *층 (수영동)",48232,187512.031227523,392537.270951079,051-758-0031,2022-06-07,,2026-01-13 18:04:03
이상동물병원,338000004820180031,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 수영동 ***,"부산광역시 수영구 수영로 ***, *층 (수영동)",48222,,,051-759-0225,2018-09-28,,2026-01-13 18:04:03
예쁜강아지,338000004820180034,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 남천동 *** 남천동 코오롱 하늘채 골든비치,"부산광역시 수영구 남천동로 ** (남천동, 남천동 코오롱 하늘채 골든비치)",48306,,,051-621-1383,2018-10-11,,2026-01-13 18:04:03
버블펫,338000004820180038,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 망미동 ***-**,부산광역시 수영구 연수로 *** (망미동),48208,188030.751906601,391388.289868217,051-525-1002,2018-11-13,,2026-01-13 18:04:03
도그민,338000004820190002,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 민락동 ***-* 광안샤인빌딩,"부산광역시 수영구 광안해변로 ***, 광안샤인빌딩 *층 (민락동)",48284,186015.316200657,393118.048929389,,2019-01-11,,2026-01-13 18:04:03
더앙쥬,338000004820190003,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 민락동 ***-*,"부산광역시 수영구 광안해변로***번길 *, *층 (민락동)",48286,186185.829066065,393470.80958418,,2019-01-18,,2026-01-13 18:04:03
도그리썸,338000004820190007,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 광안동 ***-**,"부산광역시 수영구 수영로***번길 **, *층 (광안동)",48269,186976.463323994,392938.886913254,,2019-04-19,,2026-01-13 18:04:03
LOUISMONG(루이몽),338000004820190015,3380000,,영업/정상 / 정상,부산광역시,수영구,수영구,부산광역시 수영구 수영동 ***-*,부산광역시 수영구 망미번영로**번길 ** (수영동),48231,187906.656715609,392196.946068863,,2019-06-17,,2026-01-13 18:04:03
독독,349000004820180027,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 남북동 ***-*,인천광역시 중구 공항서로 *** (남북동),22384,439817.342918557,146969.971465348,032-746-5055,2018-12-11,,2026-01-13 18:26:03
훈트가르텐,349000004820190002,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 중산동 ****-***,인천광역시 중구 하늘대로 *** (중산동),22358,444603.191115483,161319.389267474,070-8113-0977,2019-01-15,,2026-01-13 18:26:03
"영종독 반려견 호텔, 유치원",349000004820190004,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 운남동 ***-**,"인천광역시 중구 운중로**번길 ***, A동 (운남동)",22359,442739.174779477,159262.025321508,,2019-01-15,,2026-01-13 18:26:03
멍시앙,349000004820190012,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 을왕동 ***-*,인천광역시 중구 용유서로 *** (을왕동),22383,439902.382603476,144371.103943118,032-746-8843,2019-03-13,,2026-01-13 18:26:03
다모아유통,349000004820200008,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 운북동 ***-**,"인천광역시 중구 백운로 ***, *층 (운북동)",22356,446431.999429152,155981.590414909,032-752-1688,2020-11-26,,2026-01-13 18:26:03
견과류,349000004820200009,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 운북동 **-**,인천광역시 중구 백운로***번길 **(운북동),22357,445218.750592276,159217.674048211,,2020-12-03,,2026-01-13 18:26:03
봉쥬르멍멍,349000004820210006,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 운서동 ****-*,"인천광역시 중구 운서로*번길 **, *층 (운서동)",22361,443818.181310568,155837.045460147,,2021-03-19,,2026-01-13 18:26:03
찌동찌동,348000004820230004,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 화원읍 본리리 **-*,"대구광역시 달성군 화원읍 성암로 **-**, *층 ***호",42966,256804.268536915,336291.066822278,,2023-12-15,,2026-01-13 17:53:03
도그힐튼,348000004820240001,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 세천리 ****-*,"대구광역시 달성군 다사읍 세천남로 **, *층",42930,264685.980492223,333382.351084154,,2024-01-04,,2026-01-13 17:53:03
레이지독(LAZY DOG),348000004820240002,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 현풍읍 중리 ***,"대구광역시 달성군 현풍읍 테크노대로 **, *층 ***호",43017,,,,2024-01-04,,2026-01-13 17:53:03
야옹아 놀자,348000004820240004,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 현풍읍 중리 ***-*,"대구광역시 달성군 현풍읍 테크노상업로 **, 테크노타워* ***호",43017,244467.090015024,331379.966950723,,2024-03-25,,2026-01-13 17:53:03
예뻐지냥,348000004820240005,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 화원읍 구라리 **** 상가동 *층,대구광역시 달성군 화원읍 비슬로***길 ** (삼우청솔타운),42952,,,,2024-04-05,,2026-01-13 17:53:03
제이그루밍,348000004820240006,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 구지면 창리 ****-**,"대구광역시 달성군 구지면 국가산단대로**길 **-*, *층 ***호",43008,241036.382661394,328224.047138345,,2024-05-10,,2026-01-13 17:53:03
스쿨오브파르크(school of parc),348000004820240007,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 가창면 우록리 **,대구광역시 달성군 가창면 우록길 ***-**,42940,,,053-766-1100,2024-08-07,,2026-01-13 17:53:03
짱블리 짱금이,348000004820250001,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 현풍읍 중리 ***-*,"대구광역시 달성군 현풍읍 테크노상업로 **, *층 ***호",43017,244532.532589328,331411.673690079,,2025-01-09,,2026-01-13 17:53:03
비슬독,348000004820250002,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 유가읍 도의리 산 **,대구광역시 달성군 유가읍 도의길 **-**,42993,,,,2025-04-01,,2026-01-13 17:53:03
무럭무럭 자라개,348000004820250003,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 현풍읍 중리 ***-*,"대구광역시 달성군 현풍읍 테크노상업로 **, *층 ***호",43017,244675.957592066,331659.661027945,,2025-08-01,,2026-01-13 17:53:03
우리댕댕,348000004820250004,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 현풍읍 중리 ***,"대구광역시 달성군 현풍읍 테크노공원로 **, ***호",43017,,,,2025-08-07,,2026-01-13 17:53:03
짜세프랜즈,348000004820250005,3480000,,영업/정상 / 정상,대구광역시,달성군,달성군,대구광역시 달성군 다사읍 세천리 ****-*,대구광역시 달성군 다사읍 세천로*길 *-**,42921,264704.586374706,332769.178313596,,2025-12-24,,2026-01-13 17:53:04
놀러가개? 나도놀개!,349000004820180014,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 운남동 ***-*,인천광역시 중구 운중로**번길 ** (운남동),22359,443387.815316643,158976.716801053,032-752-9944,2018-08-03,,2026-01-13 18:26:03
A.N.D (에이앤디),349000004820180016,3490000,,영업/정상 / 정상,인천광역시,중구,중구,인천광역시 중구 운남동 ***,인천광역시 중구 백운로***번길 **-* (운남동),22358,,,032-747-0669,2018-08-28,,2026-01-13 18:26:03
