Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
그랜드벳동물병원,346000001020140001,3460000,영업/정상,정상,대구광역시,수성구,수성구,대구광역시 수성구 신매동 261-16,대구광역시 수성구 달구벌대로 3249 (신매동),42271,261224.47215638,354588.396569993,053-794-7975,2014-02-12,,2025-12-15 16:15:28
로얄동물병원,346000001020140004,3460000,영업/정상,정상,대구광역시,수성구,수성구,대구광역시 수성구 범어동 1161,대구광역시 수성구 들안로 412 (범어동),42009,,,,2014-05-16,,2025-12-15 16:15:28
곰아저씨 동물병원,346000001020140005,3460000,영업/정상,정상,대구광역시,수성구,수성구,대구광역시 수성구 수성동4가 1017-32,대구광역시 수성구 들안로 354 (수성동4가),42016,263592.41334255,346076.35679019,,2014-06-18,,2025-12-15 16:15:28
숲속동물병원,356000001020250004,3560000,영업/정상,정상,인천광역시,서구,서구,"인천광역시 서구 가좌동 370-1 101, 102호","인천광역시 서구 여우재로112번길 8-1, 101,102호 (가좌동)",22812,442955.426470008,172322.375108352,,2025-08-07,,2025-12-15 16:15:28
마루동물병원,577000001020080005,5530000,폐업,폐업,,,화성시,경기도 화성시 동탄구 반송동  86-2 센타타워 102호,,,411708.586110081,206429.727035268,80037522,2008-10-17,2018-05-04,2026-02-01 10:34:07
피닉스동물병원,325000001019990002,3250000,폐업,폐업,부산광역시,중구,중구,부산광역시 중구 남포동2가 36-0007 외 1필지(남포동4가 1-2번지),부산광역시 중구 구덕로 30-1 (남포동2가),48954,179559.218819161,385264.539023624,,1999-11-01,2025-12-30,2026-01-01 02:40:00
테블리 동물메디컬센터,356000001020250005,3560000,영업/정상,정상,인천광역시,서구,서구,인천광역시 서구 경서동 997 행운빌딩,"인천광역시 서구 이화로 25, 행운빌딩 2층 일부호 (경서동)",22700,,,,2025-09-05,,2025-12-15 16:15:28
꿈동물병원,356000001020250006,3560000,영업/정상,정상,인천광역시,서구,서구,인천광역시 서구 석남동 587,"인천광역시 서구 염곡로 208-1, 3층 (석남동)",22795,,,,2025-12-18,,2025-12-20 03:00:03
쿨펫동물병원(동탄점),577000001020090005,5530000,폐업,폐업,,,화성시,경기도 화성시 동탄구 석우동  44 이마트동탄점 1층,,,,,,2009-08-06,2012-10-31,2026-02-01 10:34:07
종합,357000001019930001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 관청리 119-9 7통,인천광역시 강화군 강화읍 강화대로 378,23036,471572.743319811,154819.922930673,,1993-09-20,,2025-12-15 16:15:28
베스트,357000001019940001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 갑곳리 519-2,인천광역시 강화군 강화읍 강화대로 217,23027,471024.502406649,156285.115376917,,1994-04-01,,2026-01-21 22:32:00
길명동물병원,576000001020110001,5530000,폐업,폐업,,,화성시,경기도 화성시 병점구 진안동  43-1 마동 3층,,,413715.788308381,202976.994630042,031-223-7815,2011-04-12,2014-03-03,2026-02-01 10:34:07
헬로우 펫 동물병원,576000001020110005,5530000,폐업,폐업,,,화성시,경기도 화성시 병점구 병점동  844-5 리더스프라자 101호,,,412529.901991526,203811.08404256,031-237-1555,2011-10-26,2017-09-04,2026-02-01 10:34:07
다나동물병원,576000001020130003,5530000,폐업,폐업,경기도,화성시,화성시,경기도 화성시 병점구 송산동  98-51,경기도 화성시 병점구 효행로 811 (송산동),18358,411572.785695191,201538.154584466,,2013-08-08,2014-12-16,2026-02-01 10:34:07
다정동물병원,576000001020150001,5530000,폐업,폐업,경기도,화성시,화성시,경기도 화성시 병점구 병점동  501-1 병점 성호 아파트,"경기도 화성시 병점구 10용사로 219, 병점 성호 아파트 (병점동)",18417,410894.681701354,203680.884568316,,2015-03-13,2023-05-15,2026-02-01 10:34:07
이리온 동물병원(병점점),576000001020150004,5530000,폐업,폐업,경기도,화성시,화성시,경기도 화성시 병점구 병점동  399-4,"경기도 화성시 병점구 경기대로 985, 2층 (병점동)",18412,411313.309756104,203188.196856075,031-226-7582,2015-03-22,2018-11-30,2026-02-01 10:34:07
갤럭시펫 동물병원,576000001020150009,5530000,폐업,폐업,경기도,화성시,화성시,경기도 화성시 병점구 반월동  135-10,경기도 화성시 병점구 영통로 23 (반월동),18384,414541.181025704,205633.076263926,,2015-10-28,2020-04-30,2026-02-01 10:34:07
서울동물,357000001019960001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 남산리,"인천광역시 강화군 강화읍 충렬사로 6, 2층 202호",23037,,,,1996-04-15,,2025-12-15 16:15:28
한마음,357000001019990001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 남산리 18-3,인천광역시 강화군 강화읍 강화대로 365-4,23037,471427.790512242,154862.311716209,,1999-06-25,,2025-12-15 16:15:28
바울 동물병원,357000001020040001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 남산리 43-3 2층,"인천광역시 강화군 강화읍 남문로 30, 2층",23037,471125.601325049,154801.992243109,,2004-08-27,,2025-12-15 16:15:28
인천강화옹진축협 동물병원,357000001020100002,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 관청리 117-1,인천광역시 강화군 강화읍 강화대로 376-1,23036,471570.175998855,154848.3159123,032-933-9509,2010-12-22,,2025-12-15 16:15:28
Dr.G 동물병원,357000001020180001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 선원면 창리 493 희년빌딩 106호,"인천광역시 강화군 선원면 중앙로 100, 희년빌딩 106호",23041,,,,2018-10-02,,2025-12-15 16:15:28
동탄동물병원,577000001020070003,5530000,폐업,폐업,,,화성시,경기도 화성시 동탄구 반송동  104-11 월드프라자 110,,,410965.914192926,206320.322489903,,2007-12-14,2008-07-15,2026-02-01 10:34:07
디디동물병원,357000001020200001,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 갑곳리 364,인천광역시 강화군 강화읍 강화대로 254-1,23025,,,032-719-7533,2020-08-04,,2026-01-28 22:32:00
중앙동물병원,357000001020210002,3570000,영업/정상,정상,인천광역시,강화군,강화군,인천광역시 강화군 강화읍 남산리 279-1,인천광역시 강화군 강화읍 중앙로74번길 8,23037,470681.734237534,154712.591318798,032-933-6862,2021-06-07,,2025-12-15 16:15:28
성은동물병원,577000001020080003,5530000,폐업,폐업,,,화성시,경기도 화성시 동탄구 반송동  130-1 스카이뷰빌딩 106호,,,410542.36823571,206815.716001795,80035999,2008-06-13,2011-04-07,2026-02-01 10:34:07
에이스동물병원,577000001020080004,5530000,폐업,폐업,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  107-3 에이스타운 134호,"경기도 화성시 동탄구 동탄문화센터로 65, 134호 (반송동)",18455,410902.244612812,206363.768065387,80030079,2008-06-24,2010-07-20,2026-02-01 10:34:07
리즈동물병원,321000001020080005,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 잠원동 49-8,"서울특별시 서초구 잠원로 221, 상가동 2층 (잠원동, 한강아파트)",06514,446565.028672992,201267.867834297,,2008-11-21,,2025-12-15 16:15:28
두리종합동물병원,321000001020090004,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가 147-8호,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 147,148호 (반포동)",06547,444680.521703344,200005.626362552,02-3476-7522,2009-10-23,,2025-12-15 16:15:28
디아나동물병원,321000001020100001,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 방배동 925-8,"서울특별시 서초구 방배로 119, 1층 (방배동)",06682,442495.949502065,199509.901629527,02-521-9010,2010-04-02,,2025-12-15 16:15:28
반려동물 의료센터 다울,321000001020100005,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 방배동 915-10 우성빌딩,"서울특별시 서초구 효령로 95, 우성빌딩 1층 (방배동)",06687,442064.36548195,199452.926479602,02-3473-0911,2010-09-17,,2025-12-15 16:15:28
24시예스동물병원,321000001020110002,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 20-45 반포자이프라자 133호,"서울특별시 서초구 잠원로 24 (반포동,반포자이프라자 133호)",,444989.874340522,200800.417027918,,2011-10-07,,2025-12-15 16:15:28
반포자이동물병원,321000001020110003,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 20-51 베리스타운102/108호,서울특별시 서초구 사평대로45길 10-25 (반포동),06544,444940.180000001,201162.735,02-3476-3535,2011-12-08,,2025-12-15 16:15:28
하나동물병원,321000001020120001,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 신원동 412-5 힐스테이트서초잰트리스 103호,"서울특별시 서초구 헌릉로8길 10-12, 1층 3호 (신원동, 힐스테이트서초잰트리스)",06798,,,02-574-0511,2012-03-19,,2025-12-15 16:15:28
이리온 양재점,321000001020130001,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 양재동 215 이마트 양재점 지하1층,"서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)",06771,,,,2013-02-28,,2025-12-15 16:15:28
꿈꾸는 동물병원,321000001020130002,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 1341,"서울특별시 서초구 서초중앙로 224, 129호 (반포동)",06599,,,,2013-03-07,,2025-12-15 16:15:28
에이블 동물병원,321000001020130003,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 양재동 4-14,서울특별시 서초구 바우뫼로 211 (양재동),06740,442081.7737532,203615.710621925,20581882,2013-03-27,,2025-12-15 16:15:28
아델 동물병원,321000001020130005,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 서초동 1534-2 명성빌딩,"서울특별시 서초구 반포대로 45, 1층 (서초동, 명성빌딩)",06671,442481.68257248,200886.032544788,,2013-08-20,,2025-12-15 16:15:28
동물제중원금손이 동물병원,321000001020130006,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 서초동 1332-4 Cross 143 208호,"서울특별시 서초구 사임당로 143, Cross 143 208호 (서초동)",06624,443298.26937,202161.886768738,,2013-09-09,,2025-12-31 02:40:00
한나동물병원,321000001020140001,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 방배동 758-2,"서울특별시 서초구 방배로 269, 109호 (방배동)",06553,443825.9650708,198845.657797775,02-595-8875,2014-02-20,,2025-12-15 16:15:28
서초힐스동물병원,321000001020140003,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 우면동 737 6단지상가 104호,서울특별시 서초구 태봉로2길 30 (우면동),06764,,,02-574-7582,2014-10-08,,2025-12-15 16:15:28
헬릭스동물메디컬센터,321000001020150001,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 19-1 르본시티 2층,"서울특별시 서초구 신반포로 162 (반포동, 르본시티 2층)",06546,444741.437478089,200115.143202807,02-2135-9119,2015-06-02,,2025-12-15 16:15:28
VIP동물의료센터 서초동작점,321000001020160003,3210000,영업/정상,정상,서울특별시,서초구,서초구,"서울특별시 서초구 방배동 442-3 대광빌딩 1,2층","서울특별시 서초구 동작대로 36, 1,2층 (방배동, 대광빌딩)",06691,441943.104999999,198351.955,02-525-3102,2016-07-25,,2025-12-15 16:15:28
신세계 동물병원,321000001020180001,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 18-3 래미안퍼스티지 중심상가 143호,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 1층 143호 (반포동)",06547,444680.521703344,200005.626362552,,2018-04-06,,2025-12-15 16:15:28
심바동물병원,321000001020180004,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 방배동 951-3 대진빌딩,"서울특별시 서초구 서초대로4길 4, 대진빌딩 1층 (방배동)",06675,442586.300528954,198622.459419616,02-523-0275,2018-05-09,,2025-12-15 16:15:28
해뜨는 동물병원 해질녘책방,321000001020180005,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 잠원동 58-24 뉴타운,"서울특별시 서초구 신반포로 257, 뉴타운 지하1층 (잠원동)",06523,445266.678558749,201104.26895551,02-536-6469,2018-06-08,,2025-12-15 16:15:28
헤이븐동물병원,321000001020180006,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 방배동 2100,"서울특별시 서초구 동광로 15, 1층 (방배동)",06560,,,02-532-5119,2018-08-14,,2025-12-15 16:15:28
이을동물병원,321000001020180007,3210000,영업/정상,정상,서울특별시,서초구,서초구,서울특별시 서초구 반포동 89-7,"서울특별시 서초구 서래로 18, 1층 (반포동)",06580,443801.142082322,199787.242191413,02-593-7575,2018-11-09,,2025-12-15 16:15:28
썬애니멀크리닉,563000001020210002,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 공세동 692 공세 호수마을 공세성원상떼레이크뷰,"경기도 용인시 기흥구 동탄기흥로 864, 120동 비104,105호 (공세동, 공세 호수마을 공세성원상떼레이크뷰)",17100,,,,2021-05-07,,2025-12-15 16:15:28
동물병원 이음,563000001020210003,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 영덕동 994-10 1층,"경기도 용인시 기흥구 흥덕2로75번길 25-3, 1층 (영덕동)",16954,419126.999392824,206262.297501423,031-213-7572,2021-12-14,,2025-12-15 16:15:28
뉴케어동물병원,563000001020220001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 영덕동 989-6,"경기도 용인시 기흥구 흥덕2로65번길 2-20, 1층층 (영덕동)",16954,419146.575,206485.835,,2022-03-08,,2025-12-15 16:15:28
나온동물병원,563000001020220002,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 보정동 1207-1 포레스트프라자,"경기도 용인시 기흥구 죽전로 29, 포레스트프라자 2층 3호 (보정동)",16898,424312.013310834,209865.400557259,031-8019-7897,2022-03-15,,2025-12-15 16:15:28
동물병원 감동,563000001020230001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 언남동 412-2 (주)시간과공간,"경기도 용인시 기흥구 구성로 88, (주)시간과공간 1층 102~103호 (언남동)",16919,421360.498868516,210477.031591564,031-275-8080,2023-04-13,,2025-12-15 16:15:28
닥터펫 동물의료센터,563000001020240001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 신갈동 63 기흥역 롯데캐슬스카이 1호,"경기도 용인시 기흥구 중부대로 375, 1층 1호 (신갈동, 기흥역 롯데캐슬스카이)",17064,,,031-281-8275,2024-11-15,,2025-12-15 16:15:28
나온동물병원,563000001020250001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 기흥구 보정동 1207-1 포레스트프라자,"경기도 용인시 기흥구 죽전로 29, 포레스트프라자 203호 (보정동)",16898,424312.013310834,209865.400557259,,2025-07-18,,2025-12-15 16:15:28
대학동물병원,564000001019990001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 풍덕천동 666-1,경기도 용인시 수지구 문인로39번길 3-1 (풍덕천동),,425658.282604542,208654.958217211,,1999-02-01,,2025-12-15 16:15:28
굿프렌즈동물병원,564000001020030001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 죽전동 915-3 남곡빌딩,"경기도 용인시 수지구 용구대로 2794, 남곡빌딩 1층 102호 (죽전동)",16866,425913.145681997,209623.710694829,,2003-01-14,,2025-12-15 16:15:28
파우동물병원,564000001020060003,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 죽전동 1178-1 그린프라자 105호,"경기도 용인시 수지구 현암로125번길 6, 105호 (죽전동, 그린프라자)",16876,425585.048816026,210878.900072523,,2006-07-19,,2025-12-15 16:15:28
세브란스동물병원,564000001020100002,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 풍덕천동 713-6 요진타워 103호,"경기도 용인시 수지구 풍덕천로 135, 103호 (풍덕천동, 요진타워)",16837,424648.678704879,208481.815506629,,2010-02-23,,2025-12-15 16:15:28
로얄벳 동물병원,564000001020100003,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 신봉동 909 이마트수지점 3층,"경기도 용인시 수지구 수지로 203 (신봉동,이마트수지점 3층)",,,,031-263-7585,2010-03-03,,2025-12-15 16:15:28
펫스토리 동물병원,564000001020100004,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 신봉동 83 신엘지프라자 102호,"경기도 용인시 수지구 신봉2로 19, 102호 (신봉동,신엘지프라자)",,,,031-276-0282,2010-05-06,,2025-12-15 16:15:28
강남동물의료센터,564000001020100005,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 동천동 351-3,"경기도 용인시 수지구 동천로 79, 3층 (동천동)",16823,426353.562356423,208332.271421885,031-897-7582,2010-12-06,,2025-12-15 16:15:28
참누리동물병원,564000001020110001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 상현동 254-14,경기도 용인시 수지구 만현로 110 (상현동),,422761.143603176,207423.63432336,031-264-7525,2011-07-27,,2025-12-15 16:15:28
AP동물병원,564000001020120001,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 동천동 886-1,경기도 용인시 수지구 수지로 421 (동천동),16828,425808.708663829,208565.190002837,031-263-0085,2012-02-03,,2025-12-15 16:15:28
24시 서울YES동물병원,564000001020120002,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 죽전동 1174-1 벤포스타,"경기도 용인시 수지구 현암로 81, 벤포스타 101~103, 301, 302호 (죽전동)",16875,425533.086521088,210419.688909424,,2012-03-19,,2026-03-07 21:32:01
애니펫동물병원,564000001020120003,4050000,영업/정상,정상,경기도,용인시,용인시,경기도 용인시 수지구 상현동 852 수지3차쌍용스윗닷홈상가 B102호,"경기도 용인시 수지구 만현로 95, B102호 (상현동, 수지3차쌍용스윗닷홈상가)",16930,,,031-266-8898,2012-05-02,,2025-12-15 16:15:28
동일동물병원,564000001020130002,4050000,영업/정상,정상,경기도,용인시,용인시,"경기도 용인시 수지구 동천동 946-4 대영프라자 102호,201호","경기도 용인시 수지구 손곡로 107 (동천동, 대영프라자 102호,201호)",16822,425988.844668793,207967.432784619,031-265-1175,2013-06-20,,2025-12-15 16:15:28
웰 동물병원,564000001020130005,4050000,영업/정상,정상,경기도,용인시,,,"경기도 용인시 수지구 광교중앙로 302, 1층 101호 (상현동, 광교지구 블루스퀘어)",,,,031-213-7522,2013-10-30,,2025-12-15 16:15:28
창녕가축병원,539000001019840001,5390000,폐업,폐업,,,의령군,경상남도 의령군 부림면 신반리 440-1,,,,,,1984-11-07,2011-02-16,2026-03-10 21:32:16
의령가축병원,539000001020050001,5390000,폐업,폐업,경상남도,의령군,의령군,경상남도 의령군 의령읍 서동리 303-1,경상남도 의령군 의령읍 의병로 195-1,52139,202952.335476856,314344.935220751,055-573-0052,2005-08-29,2010-05-24,2026-03-10 21:32:18
제일동물병원,539000001020090001,5390000,폐업,폐업,경상남도,의령군,의령군,경상남도 의령군 부림면 신반리 337-2 1통6반,경상남도 의령군 부림면 신번로 139-1,52105,219253.434325791,320159.668368358,,2009-10-29,2014-12-29,2026-03-10 21:32:19
동물병원개설신고,539000001020120001,5390000,폐업,폐업,경상남도,의령군,의령군,경상남도 의령군 의령읍 중동리 434-9,경상남도 의령군 의령읍 의병로22길 23-13,52148,202802.511690949,314867.179215532,055-573-6068,2012-08-16,2015-09-18,2026-03-10 21:32:20
서창덕 동물병원,539000001020140001,5390000,폐업,폐업,경상남도,의령군,의령군,경상남도 의령군 의령읍 중동리 435-19,경상남도 의령군 의령읍 충익로 16,52148,202738.161260318,314715.317048624,,2014-04-10,2014-11-04,2026-03-10 21:32:21
제일동물병원,539000001020150001,5390000,폐업,폐업,경상남도,의령군,,,경상남도 의령군 부림면 신번로 139,52105,,,,2015-03-05,2016-01-13,2026-03-10 21:32:22
군북가축병원,540000001019760001,5400000,폐업,폐업,경상남도,함안군,함안군,경상남도 함안군 군북면 중암리 55,경상남도 함안군 군북면 함마대로 830,52065,,,,1976-01-19,2024-11-11,2025-12-15 16:15:28
대산가축병원,540000001019760002,5400000,폐업,폐업,,,함안군,경상남도 함안군 대산면 구혜리 301,,,,,,1976-01-29,2006-01-16,2025-12-15 16:15:28
칠원가축병원,540000001019850001,5400000,폐업,폐업,경상남도,함안군,함안군,경상남도 함안군 칠원면 용산리 108,경상남도 함안군 칠원면 구성길 3,,,,,1985-05-07,2013-10-04,2025-12-15 16:15:28
대관령동물병원(산업동물출장전문동물병원),540000001019930001,5400000,폐업,폐업,경상남도,함안군,함안군,경상남도 함안군 칠원면 구성리 676-3,경상남도 함안군 칠원면 삼칠로 131,52025,,,,1993-12-03,2021-01-06,2025-12-15 16:15:28
현대동물병원,540000001019980002,5400000,폐업,폐업,경상남도,함안군,함안군,경상남도 함안군 대산면 구혜리 317-27,경상남도 함안군 대산면 대산중앙4길 45-3,52011,206762.40343533,329730.79744617,055-586-0085,1998-09-24,2018-11-01,2025-12-15 16:15:28
경남유우진료소,540000001020030001,5400000,폐업,폐업,,,함안군,경상남도 함안군 칠서면 이룡리 1034-4,,,,,,2003-06-23,2005-04-01,2025-12-15 16:15:28
대산가축병원(산업동물 출장진료 전문 동물병원),540000001020100001,5400000,폐업,폐업,경상남도,함안군,함안군,경상남도 함안군 대산면 구혜리 321-6,경상남도 함안군 대산면 대산중앙로 232,,206975.046872799,329677.73674514,,2010-05-31,2011-05-26,2025-12-15 16:15:28
칠원서울동물병원,540000001020170001,5400000,폐업,폐업,경상남도,함안군,,,경상남도 함안군 칠원읍 용산1길 53-9,52017,,,,2017-07-18,2018-05-14,2025-12-15 16:15:28
현대동물병원,540000001020180001,5400000,폐업,폐업,경상남도,함안군,함안군,경상남도 함안군 대산면 구혜리 317-27,경상남도 함안군 대산면 대산중앙4길 45-3,52011,206762.40343533,329730.79744617,055-586-0085,2018-11-02,2020-11-06,2025-12-15 16:15:28
영산가축병원&lt;산업동물출장진료전문병원&gt;,541000001019630001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 영산면 서리 110-3 5통3반,경상남도 창녕군 영산면 로터리길 38,50345,218297.477206151,338841.878003913,,1963-04-11,2023-02-07,2025-12-15 16:15:28
이방가축병원&lt;산업동물출장진료전문병원&gt;,541000001019640001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 이방면 거남리 397-1,경상남도 창녕군 이방면 이방로 976,50300,234541.641901682,325178.430998746,,1964-11-02,2017-07-12,2025-12-15 16:15:28
우리가축병원,541000001019670001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 남지읍 남지리 612-15 3통1반,경상남도 창녕군 남지읍 선창길 10-1,50361,210887.413699652,334564.885511205,055-526-2140,1967-12-07,2007-09-03,2025-12-15 16:15:28
대합가축병원,541000001019730001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 대합면 십이리 438-3,경상남도 창녕군 대합면 십이리1길 10,50311,235779.086829787,333173.050726773,,1973-02-12,2019-12-31,2025-12-15 16:15:28
박수의과병원,541000001019790001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 창녕읍 교리 992-10,경상남도 창녕군 창녕읍 우포2로 1215,,228114.82309318,334956.336165344,055-533-3525,1979-06-08,2014-01-02,2025-12-15 16:15:28
명성동물병원,541000001019790002,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 대지면 구미리 203-3,경상남도 창녕군 대지면 구미2길 27,,226342.567791287,332903.498472708,055-533-3671,1979-12-01,2015-02-26,2025-12-15 16:15:28
황영균동물병원,541000001019950001,5410000,폐업,폐업,,,창녕군,경상남도 창녕군 창녕읍 술정리 171-1,,,227406.649770382,335660.072644993,055-533-8220,1995-04-29,2003-08-14,2025-12-15 16:15:28
창생동물병원,541000001019990001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 창녕읍 술정리 348-2 15통14반,경상남도 창녕군 창녕읍 창녕대로 20-1,50322,227877.79348138,335110.742226218,055-533-4949,1999-02-25,2009-01-02,2025-12-15 16:15:28
자연동물병원,541000001020040002,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 창녕읍 술정리 171-1,경상남도 창녕군 창녕읍 화왕산1로 12,,227406.649770382,335660.072644993,,2004-10-15,2005-12-29,2025-12-15 16:15:28
하태주동물병원,541000001020110001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 영산면 동리 137-9,경상남도 창녕군 영산면 로터리길 17,50347,,,,2011-05-30,2015-01-28,2025-12-15 16:15:28
영남동물병원,541000001020140001,5410000,폐업,폐업,경상남도,창녕군,창녕군,경상남도 창녕군 창녕읍 말흘리 161-1,경상남도 창녕군 창녕읍 척경비로 11,50329,227582.330857064,336157.624146171,055-532-5336,2014-06-10,2017-01-31,2025-12-15 16:15:28
거류가축병원,542000001019810001,5420000,폐업,폐업,경상남도,고성군,고성군,경상남도 고성군 거류면 당동리 171-5,경상남도 고성군 거류면 당동5길 16,52925,166539.345850123,328248.841510621,,1981-09-17,2020-01-06,2026-03-10 21:32:13
백호종합동물병원,542000001020030003,5420000,폐업,폐업,,,고성군,경상남도 고성군 고성읍 서외리 1-6 한솔메르빌 상가 나동109호,,,165048.408968972,320739.874115981,,1997-12-29,2012-06-26,2026-03-10 21:32:14
서진동물병원,651000001020070003,6510000,폐업,폐업,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 상가리 산 106,제주특별자치도 제주시 애월읍 상가목장길 84,63042,,,,2007-06-18,2023-11-23,2025-12-15 16:15:28
상아동물병원,651000001020070004,6510000,폐업,폐업,,,제주시,제주특별자치도 제주시 조천읍 조천리 1510-1,,,3612.91510573822,166953.579187791,,2007-12-17,2008-07-01,2025-12-15 16:15:28
동물병원 퍼피하우스,651000001020090001,6510000,폐업,폐업,제주특별자치도,제주시,제주시,제주특별자치도 제주시 용담일동 220-21,제주특별자치도 제주시 용담로17길 12 (용담일동),63154,1586.52200499013,154961.146523595,,2009-03-20,2024-12-30,2025-12-15 16:15:28
자연동물병원,651000001020090002,6510000,폐업,폐업,,,제주시,제주특별자치도 제주시 조천읍 함덕리 1253-2,,,5122.77980103688,168736.66485448,,2009-03-20,2012-04-03,2025-12-15 16:15:28
크린피그동물병원,651000001020090003,6510000,폐업,폐업,,,제주시,제주특별자치도 제주시 한림읍 동명리 1546-19,,,,,,2009-07-02,2011-07-28,2025-12-15 16:15:28
우리들 동물병원,651000001020100001,6510000,폐업,폐업,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 759-5,제주특별자치도 제주시 한라대학로 81 (노형동),63089,-2084.06499999995,151500.41,,2010-02-17,2019-02-28,2025-12-15 16:15:28
탐라수산동물병원,651000001020130004,6510000,폐업,폐업,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 선흘리 2780-3,제주특별자치도 제주시 조천읍 북선로 344,63340,1855.16967126222,171750.104559477,064-784-8580,2013-08-11,2019-12-30,2025-12-15 16:15:28
새한동물병원,651000001020130006,6510000,폐업,폐업,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 함덕리 4148,제주특별자치도 제주시 조천읍 함와로 26,63333,,,,2013-11-12,2014-09-15,2025-12-15 16:15:28
